"stu_id","name","gender","age","course_id","course_name","grade","type_name","total_activities","total_duration_minutes"
7,"Samantha Flores","Female","25",5,"Course 5",67,"Individual Assignment","5","91.0000000000000000"
7,"Samantha Flores","Female","25",5,"Course 5",67,"Quiz","1","27.0000000000000000"
8,"Timothy Singleton","Male","25",1,"Course 1",71,"Forum","3","150.0000000000000000"
8,"Timothy Singleton","Male","25",1,"Course 1",71,"Group Assignment","6","240.0000000000000000"
8,"Timothy Singleton","Male","25",1,"Course 1",71,"Individual Assignment","5","177.0000000000000000"
8,"Timothy Singleton","Male","25",1,"Course 1",71,"Quiz","1","34.0000000000000000"
8,"Timothy Singleton","Male","25",2,"Course 2",54,"Forum","3","150.0000000000000000"
8,"Timothy Singleton","Male","25",2,"Course 2",54,"Group Assignment","6","240.0000000000000000"
8,"Timothy Singleton","Male","25",2,"Course 2",54,"Individual Assignment","5","177.0000000000000000"
8,"Timothy Singleton","Male","25",2,"Course 2",54,"Quiz","1","34.0000000000000000"
8,"Timothy Singleton","Male","25",3,"Course 3",60,"Forum","3","150.0000000000000000"
8,"Timothy Singleton","Male","25",3,"Course 3",60,"Group Assignment","6","240.0000000000000000"
8,"Timothy Singleton","Male","25",3,"Course 3",60,"Individual Assignment","5","177.0000000000000000"
8,"Timothy Singleton","Male","25",3,"Course 3",60,"Quiz","1","34.0000000000000000"
8,"Timothy Singleton","Male","25",4,"Course 4",52,"Forum","3","150.0000000000000000"
8,"Timothy Singleton","Male","25",4,"Course 4",52,"Group Assignment","6","240.0000000000000000"
8,"Timothy Singleton","Male","25",4,"Course 4",52,"Individual Assignment","5","177.0000000000000000"
8,"Timothy Singleton","Male","25",4,"Course 4",52,"Quiz","1","34.0000000000000000"
8,"Timothy Singleton","Male","25",5,"Course 5",57,"Forum","3","150.0000000000000000"
8,"Timothy Singleton","Male","25",5,"Course 5",57,"Group Assignment","6","240.0000000000000000"
8,"Timothy Singleton","Male","25",5,"Course 5",57,"Individual Assignment","5","177.0000000000000000"
8,"Timothy Singleton","Male","25",5,"Course 5",57,"Quiz","1","34.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",1,"Course 1",52,"Forum","3","81.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",1,"Course 1",52,"Group Assignment","6","287.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",1,"Course 1",52,"Individual Assignment","5","139.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",1,"Course 1",52,"Quiz","1","25.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",2,"Course 2",74,"Forum","3","81.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",2,"Course 2",74,"Group Assignment","6","287.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",2,"Course 2",74,"Individual Assignment","5","139.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",2,"Course 2",74,"Quiz","1","25.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",3,"Course 3",71,"Forum","3","81.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",3,"Course 3",71,"Group Assignment","6","287.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",3,"Course 3",71,"Individual Assignment","5","139.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",3,"Course 3",71,"Quiz","1","25.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",4,"Course 4",66,"Forum","3","81.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",4,"Course 4",66,"Group Assignment","6","287.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",4,"Course 4",66,"Individual Assignment","5","139.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",4,"Course 4",66,"Quiz","1","25.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",5,"Course 5",86,"Forum","3","81.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",5,"Course 5",86,"Group Assignment","6","287.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",5,"Course 5",86,"Individual Assignment","5","139.0000000000000000"
9,"Dr. Laurie Clark MD","Female","24",5,"Course 5",86,"Quiz","1","25.0000000000000000"
10,"Kimberly Fisher","Female","21",1,"Course 1",66,"Forum","3","107.0000000000000000"
10,"Kimberly Fisher","Female","21",1,"Course 1",66,"Group Assignment","6","249.0000000000000000"
10,"Kimberly Fisher","Female","21",1,"Course 1",66,"Individual Assignment","5","132.0000000000000000"
10,"Kimberly Fisher","Female","21",1,"Course 1",66,"Quiz","1","29.0000000000000000"
10,"Kimberly Fisher","Female","21",2,"Course 2",71,"Forum","3","107.0000000000000000"
10,"Kimberly Fisher","Female","21",2,"Course 2",71,"Group Assignment","6","249.0000000000000000"
10,"Kimberly Fisher","Female","21",2,"Course 2",71,"Individual Assignment","5","132.0000000000000000"
10,"Kimberly Fisher","Female","21",2,"Course 2",71,"Quiz","1","29.0000000000000000"
10,"Kimberly Fisher","Female","21",3,"Course 3",84,"Forum","3","107.0000000000000000"
10,"Kimberly Fisher","Female","21",3,"Course 3",84,"Group Assignment","6","249.0000000000000000"
10,"Kimberly Fisher","Female","21",3,"Course 3",84,"Individual Assignment","5","132.0000000000000000"
10,"Kimberly Fisher","Female","21",3,"Course 3",84,"Quiz","1","29.0000000000000000"
10,"Kimberly Fisher","Female","21",4,"Course 4",69,"Forum","3","107.0000000000000000"
10,"Kimberly Fisher","Female","21",4,"Course 4",69,"Group Assignment","6","249.0000000000000000"
10,"Kimberly Fisher","Female","21",4,"Course 4",69,"Individual Assignment","5","132.0000000000000000"
10,"Kimberly Fisher","Female","21",4,"Course 4",69,"Quiz","1","29.0000000000000000"
10,"Kimberly Fisher","Female","21",5,"Course 5",93,"Forum","3","107.0000000000000000"
10,"Kimberly Fisher","Female","21",5,"Course 5",93,"Group Assignment","6","249.0000000000000000"
10,"Kimberly Fisher","Female","21",5,"Course 5",93,"Individual Assignment","5","132.0000000000000000"
10,"Kimberly Fisher","Female","21",5,"Course 5",93,"Quiz","1","29.0000000000000000"
11,"Valerie Rush","Female","24",1,"Course 1",75,"Forum","3","89.0000000000000000"
11,"Valerie Rush","Female","24",1,"Course 1",75,"Group Assignment","6","249.0000000000000000"
11,"Valerie Rush","Female","24",1,"Course 1",75,"Individual Assignment","5","104.0000000000000000"
11,"Valerie Rush","Female","24",1,"Course 1",75,"Quiz","1","8.0000000000000000"
11,"Valerie Rush","Female","24",2,"Course 2",82,"Forum","3","89.0000000000000000"
11,"Valerie Rush","Female","24",2,"Course 2",82,"Group Assignment","6","249.0000000000000000"
11,"Valerie Rush","Female","24",2,"Course 2",82,"Individual Assignment","5","104.0000000000000000"
11,"Valerie Rush","Female","24",2,"Course 2",82,"Quiz","1","8.0000000000000000"
11,"Valerie Rush","Female","24",3,"Course 3",66,"Forum","3","89.0000000000000000"
11,"Valerie Rush","Female","24",3,"Course 3",66,"Group Assignment","6","249.0000000000000000"
11,"Valerie Rush","Female","24",3,"Course 3",66,"Individual Assignment","5","104.0000000000000000"
11,"Valerie Rush","Female","24",3,"Course 3",66,"Quiz","1","8.0000000000000000"
11,"Valerie Rush","Female","24",4,"Course 4",87,"Forum","3","89.0000000000000000"
11,"Valerie Rush","Female","24",4,"Course 4",87,"Group Assignment","6","249.0000000000000000"
11,"Valerie Rush","Female","24",4,"Course 4",87,"Individual Assignment","5","104.0000000000000000"
11,"Valerie Rush","Female","24",4,"Course 4",87,"Quiz","1","8.0000000000000000"
11,"Valerie Rush","Female","24",5,"Course 5",75,"Forum","3","89.0000000000000000"
11,"Valerie Rush","Female","24",5,"Course 5",75,"Group Assignment","6","249.0000000000000000"
11,"Valerie Rush","Female","24",5,"Course 5",75,"Individual Assignment","5","104.0000000000000000"
11,"Valerie Rush","Female","24",5,"Course 5",75,"Quiz","1","8.0000000000000000"
12,"Jennifer Frank MD","Female","21",1,"Course 1",88,"Forum","3","115.0000000000000000"
12,"Jennifer Frank MD","Female","21",1,"Course 1",88,"Group Assignment","6","242.0000000000000000"
12,"Jennifer Frank MD","Female","21",1,"Course 1",88,"Individual Assignment","5","138.0000000000000000"
12,"Jennifer Frank MD","Female","21",1,"Course 1",88,"Quiz","1","22.0000000000000000"
12,"Jennifer Frank MD","Female","21",2,"Course 2",66,"Forum","3","115.0000000000000000"
12,"Jennifer Frank MD","Female","21",2,"Course 2",66,"Group Assignment","6","242.0000000000000000"
12,"Jennifer Frank MD","Female","21",2,"Course 2",66,"Individual Assignment","5","138.0000000000000000"
12,"Jennifer Frank MD","Female","21",2,"Course 2",66,"Quiz","1","22.0000000000000000"
12,"Jennifer Frank MD","Female","21",3,"Course 3",88,"Forum","3","115.0000000000000000"
12,"Jennifer Frank MD","Female","21",3,"Course 3",88,"Group Assignment","6","242.0000000000000000"
12,"Jennifer Frank MD","Female","21",3,"Course 3",88,"Individual Assignment","5","138.0000000000000000"
12,"Jennifer Frank MD","Female","21",3,"Course 3",88,"Quiz","1","22.0000000000000000"
12,"Jennifer Frank MD","Female","21",4,"Course 4",58,"Forum","3","115.0000000000000000"
12,"Jennifer Frank MD","Female","21",4,"Course 4",58,"Group Assignment","6","242.0000000000000000"
12,"Jennifer Frank MD","Female","21",4,"Course 4",58,"Individual Assignment","5","138.0000000000000000"
12,"Jennifer Frank MD","Female","21",4,"Course 4",58,"Quiz","1","22.0000000000000000"
12,"Jennifer Frank MD","Female","21",5,"Course 5",75,"Forum","3","115.0000000000000000"
12,"Jennifer Frank MD","Female","21",5,"Course 5",75,"Group Assignment","6","242.0000000000000000"
12,"Jennifer Frank MD","Female","21",5,"Course 5",75,"Individual Assignment","5","138.0000000000000000"
12,"Jennifer Frank MD","Female","21",5,"Course 5",75,"Quiz","1","22.0000000000000000"
13,"Lisa Williams","Female","20",1,"Course 1",59,"Forum","3","100.0000000000000000"
13,"Lisa Williams","Female","20",1,"Course 1",59,"Group Assignment","6","190.0000000000000000"
13,"Lisa Williams","Female","20",1,"Course 1",59,"Individual Assignment","5","176.0000000000000000"
13,"Lisa Williams","Female","20",1,"Course 1",59,"Quiz","1","58.0000000000000000"
13,"Lisa Williams","Female","20",2,"Course 2",81,"Forum","3","100.0000000000000000"
13,"Lisa Williams","Female","20",2,"Course 2",81,"Group Assignment","6","190.0000000000000000"
13,"Lisa Williams","Female","20",2,"Course 2",81,"Individual Assignment","5","176.0000000000000000"
13,"Lisa Williams","Female","20",2,"Course 2",81,"Quiz","1","58.0000000000000000"
13,"Lisa Williams","Female","20",3,"Course 3",92,"Forum","3","100.0000000000000000"
13,"Lisa Williams","Female","20",3,"Course 3",92,"Group Assignment","6","190.0000000000000000"
13,"Lisa Williams","Female","20",3,"Course 3",92,"Individual Assignment","5","176.0000000000000000"
13,"Lisa Williams","Female","20",3,"Course 3",92,"Quiz","1","58.0000000000000000"
13,"Lisa Williams","Female","20",4,"Course 4",83,"Forum","3","100.0000000000000000"
13,"Lisa Williams","Female","20",4,"Course 4",83,"Group Assignment","6","190.0000000000000000"
13,"Lisa Williams","Female","20",4,"Course 4",83,"Individual Assignment","5","176.0000000000000000"
13,"Lisa Williams","Female","20",4,"Course 4",83,"Quiz","1","58.0000000000000000"
13,"Lisa Williams","Female","20",5,"Course 5",70,"Forum","3","100.0000000000000000"
13,"Lisa Williams","Female","20",5,"Course 5",70,"Group Assignment","6","190.0000000000000000"
13,"Lisa Williams","Female","20",5,"Course 5",70,"Individual Assignment","5","176.0000000000000000"
13,"Lisa Williams","Female","20",5,"Course 5",70,"Quiz","1","58.0000000000000000"
14,"Jose Raymond","Male","19",1,"Course 1",94,"Forum","2","55.0000000000000000"
14,"Jose Raymond","Male","19",1,"Course 1",94,"Group Assignment","6","186.0000000000000000"
14,"Jose Raymond","Male","19",1,"Course 1",94,"Individual Assignment","1","27.0000000000000000"
14,"Jose Raymond","Male","19",1,"Course 1",94,"Quiz","1","58.0000000000000000"
14,"Jose Raymond","Male","19",2,"Course 2",80,"Forum","2","55.0000000000000000"
14,"Jose Raymond","Male","19",2,"Course 2",80,"Group Assignment","6","186.0000000000000000"
14,"Jose Raymond","Male","19",2,"Course 2",80,"Individual Assignment","1","27.0000000000000000"
14,"Jose Raymond","Male","19",2,"Course 2",80,"Quiz","1","58.0000000000000000"
14,"Jose Raymond","Male","19",3,"Course 3",52,"Forum","2","55.0000000000000000"
14,"Jose Raymond","Male","19",3,"Course 3",52,"Group Assignment","6","186.0000000000000000"
14,"Jose Raymond","Male","19",3,"Course 3",52,"Individual Assignment","1","27.0000000000000000"
14,"Jose Raymond","Male","19",3,"Course 3",52,"Quiz","1","58.0000000000000000"
14,"Jose Raymond","Male","19",4,"Course 4",94,"Forum","2","55.0000000000000000"
14,"Jose Raymond","Male","19",4,"Course 4",94,"Group Assignment","6","186.0000000000000000"
14,"Jose Raymond","Male","19",4,"Course 4",94,"Individual Assignment","1","27.0000000000000000"
14,"Jose Raymond","Male","19",4,"Course 4",94,"Quiz","1","58.0000000000000000"
14,"Jose Raymond","Male","19",5,"Course 5",71,"Forum","2","55.0000000000000000"
14,"Jose Raymond","Male","19",5,"Course 5",71,"Group Assignment","6","186.0000000000000000"
14,"Jose Raymond","Male","19",5,"Course 5",71,"Individual Assignment","1","27.0000000000000000"
14,"Jose Raymond","Male","19",5,"Course 5",71,"Quiz","1","58.0000000000000000"
15,"Philip Stevens","Male","23",1,"Course 1",85,"Forum","3","138.0000000000000000"
15,"Philip Stevens","Male","23",1,"Course 1",85,"Group Assignment","6","151.0000000000000000"
15,"Philip Stevens","Male","23",1,"Course 1",85,"Individual Assignment","5","196.0000000000000000"
15,"Philip Stevens","Male","23",1,"Course 1",85,"Quiz","1","45.0000000000000000"
15,"Philip Stevens","Male","23",2,"Course 2",64,"Forum","3","138.0000000000000000"
15,"Philip Stevens","Male","23",2,"Course 2",64,"Group Assignment","6","151.0000000000000000"
15,"Philip Stevens","Male","23",2,"Course 2",64,"Individual Assignment","5","196.0000000000000000"
15,"Philip Stevens","Male","23",2,"Course 2",64,"Quiz","1","45.0000000000000000"
15,"Philip Stevens","Male","23",3,"Course 3",68,"Forum","3","138.0000000000000000"
15,"Philip Stevens","Male","23",3,"Course 3",68,"Group Assignment","6","151.0000000000000000"
15,"Philip Stevens","Male","23",3,"Course 3",68,"Individual Assignment","5","196.0000000000000000"
15,"Philip Stevens","Male","23",3,"Course 3",68,"Quiz","1","45.0000000000000000"
15,"Philip Stevens","Male","23",4,"Course 4",84,"Forum","3","138.0000000000000000"
15,"Philip Stevens","Male","23",4,"Course 4",84,"Group Assignment","6","151.0000000000000000"
15,"Philip Stevens","Male","23",4,"Course 4",84,"Individual Assignment","5","196.0000000000000000"
15,"Philip Stevens","Male","23",4,"Course 4",84,"Quiz","1","45.0000000000000000"
15,"Philip Stevens","Male","23",5,"Course 5",93,"Forum","3","138.0000000000000000"
15,"Philip Stevens","Male","23",5,"Course 5",93,"Group Assignment","6","151.0000000000000000"
15,"Philip Stevens","Male","23",5,"Course 5",93,"Individual Assignment","5","196.0000000000000000"
15,"Philip Stevens","Male","23",5,"Course 5",93,"Quiz","1","45.0000000000000000"
16,"Sean Barnes","Male","20",1,"Course 1",83,"Forum","3","85.0000000000000000"
16,"Sean Barnes","Male","20",1,"Course 1",83,"Group Assignment","6","210.0000000000000000"
16,"Sean Barnes","Male","20",1,"Course 1",83,"Individual Assignment","5","127.0000000000000000"
16,"Sean Barnes","Male","20",1,"Course 1",83,"Quiz","1","66.0000000000000000"
16,"Sean Barnes","Male","20",2,"Course 2",85,"Forum","3","85.0000000000000000"
16,"Sean Barnes","Male","20",2,"Course 2",85,"Group Assignment","6","210.0000000000000000"
16,"Sean Barnes","Male","20",2,"Course 2",85,"Individual Assignment","5","127.0000000000000000"
16,"Sean Barnes","Male","20",2,"Course 2",85,"Quiz","1","66.0000000000000000"
16,"Sean Barnes","Male","20",3,"Course 3",92,"Forum","3","85.0000000000000000"
16,"Sean Barnes","Male","20",3,"Course 3",92,"Group Assignment","6","210.0000000000000000"
16,"Sean Barnes","Male","20",3,"Course 3",92,"Individual Assignment","5","127.0000000000000000"
16,"Sean Barnes","Male","20",3,"Course 3",92,"Quiz","1","66.0000000000000000"
16,"Sean Barnes","Male","20",4,"Course 4",77,"Forum","3","85.0000000000000000"
16,"Sean Barnes","Male","20",4,"Course 4",77,"Group Assignment","6","210.0000000000000000"
16,"Sean Barnes","Male","20",4,"Course 4",77,"Individual Assignment","5","127.0000000000000000"
16,"Sean Barnes","Male","20",4,"Course 4",77,"Quiz","1","66.0000000000000000"
16,"Sean Barnes","Male","20",5,"Course 5",80,"Forum","3","85.0000000000000000"
16,"Sean Barnes","Male","20",5,"Course 5",80,"Group Assignment","6","210.0000000000000000"
16,"Sean Barnes","Male","20",5,"Course 5",80,"Individual Assignment","5","127.0000000000000000"
16,"Sean Barnes","Male","20",5,"Course 5",80,"Quiz","1","66.0000000000000000"
17,"Lisa Cunningham","Female","20",1,"Course 1",72,"Forum","3","140.0000000000000000"
17,"Lisa Cunningham","Female","20",1,"Course 1",72,"Group Assignment","6","226.0000000000000000"
